time,concNtnh
2000-01-15,
2000-02-15,
2000-03-15,
2000-04-15,
2000-05-15,
2000-06-15,
2000-07-15,
2000-08-15,
2000-09-15,
2000-10-15,
2000-11-15,
2000-12-15,
2001-01-15,
2001-02-15,
2001-03-15,
2001-04-15,
2001-05-15,
2001-06-15,
2001-07-15,
2001-08-15,
2001-09-15,
2001-10-15,
2001-11-15,
2001-12-15,
2002-01-15,
2002-02-15,
2002-03-15,
2002-04-15,
2002-05-15,
2002-06-15,
2002-07-15,
2002-08-15,
2002-09-15,
2002-10-15,
2002-11-15,
2002-12-15,
2003-01-15,
2003-02-15,
2003-03-15,
2003-04-15,
2003-05-15,
2003-06-15,
2003-07-15,
2003-08-15,
2003-09-15,
2003-10-15,
2003-11-15,
2003-12-15,
2004-01-15,
2004-02-15,
2004-03-15,
2004-04-15,
2004-05-15,
2004-06-15,
2004-07-15,
2004-08-15,
2004-09-15,
2004-10-15,
2004-11-15,
2004-12-15,
2005-01-15,
2005-02-15,
2005-03-15,
2005-04-15,
2005-05-15,
2005-06-15,
2005-07-15,
2005-08-15,
2005-09-15,
2005-10-15,
2005-11-15,
2005-12-15,
2006-01-15,
2006-02-15,
2006-03-15,
2006-04-15,
2006-05-15,
2006-06-15,
2006-07-15,
2006-08-15,
2006-09-15,
2006-10-15,
2006-11-15,
2006-12-15,
2007-01-15,
2007-02-15,
2007-03-15,
2007-04-15,
2007-05-15,
2007-06-15,
2007-07-15,
2007-08-15,
2007-09-15,
2007-10-15,
2007-11-15,
2007-12-15,
2008-01-15,
2008-02-15,
2008-03-15,
2008-04-15,
2008-05-15,
2008-06-15,
2008-07-15,
2008-08-15,
2008-09-15,
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,0.9492903225806452
2009-02-15,1.034142857142857
2009-03-15,1.230225806451613
2009-04-15,2.350178571428571
2009-05-15,0.7419677419354836
2009-06-15,0.4972499999999999
2009-07-15,1.0124516129032257
2009-08-15,0.8803225806451612
2009-09-15,0.6537666666666667
2009-10-15,0.538258064516129
2009-11-15,0.7889666666666666
2009-12-15,0.6503448275862069
2010-01-15,0.7514782608695652
2010-02-15,1.3308888888888888
2010-03-15,2.1026470588235293
2010-04-15,1.7983478260869565
2010-05-15,0.9675185185185183
2010-06-15,0.7959090909090908
2010-07-15,1.1713333333333336
2010-08-15,0.6293181818181819
2010-09-15,1.2721428571428572
2010-10-15,1.0833214285714285
2010-11-15,0.44040909090909097
2010-12-15,0.5294583333333334
2011-01-15,1.0377586206896552
2011-02-15,1.0818636363636365
2011-03-15,2.06716129032258
2011-04-15,2.647866666666667
2011-05-15,1.2736129032258063
2011-06-15,1.065034482758621
2011-07-15,0.8564193548387098
2011-08-15,0.7795862068965519
2011-09-15,1.4187666666666667
2011-10-15,1.8245161290322585
2011-11-15,2.3510689655172414
2011-12-15,0.4267826086956522
2012-01-15,0.4627000000000001
2012-02-15,0.6936296296296296
2012-03-15,1.7085172413793104
2012-04-15,1.2333333333333336
2012-05-15,1.1962499999999998
2012-06-15,0.8751999999999996
2012-07-15,0.883967741935484
2012-08-15,0.9630645161290323
2012-09-15,0.6215172413793101
2012-10-15,0.704344827586207
2012-11-15,1.2239333333333329
2012-12-15,0.5432
2013-01-15,
2013-02-15,
2013-03-15,
2013-04-15,
2013-05-15,
2013-06-15,
2013-07-15,
2013-08-15,
2013-09-15,
2013-10-15,
2013-11-15,
2013-12-15,
2014-01-15,
2014-02-15,
2014-03-15,
2014-04-15,
2014-05-15,
2014-06-15,
2014-07-15,
2014-08-15,
2014-09-15,
2014-10-15,
2014-11-15,
2014-12-15,
2015-01-15,
2015-02-15,
2015-03-15,
2015-04-15,
2015-05-15,
2015-06-15,
2015-07-15,
2015-08-15,
2015-09-15,
2015-10-15,
2015-11-15,
2015-12-15,
2016-01-15,
2016-02-15,
2016-03-15,
2016-04-15,
2016-05-15,
2016-06-15,
2016-07-15,
2016-08-15,
2016-09-15,
2016-10-15,
2016-11-15,
2016-12-15,
2017-01-15,
2017-02-15,
2017-03-15,
2017-04-15,
2017-05-15,
2017-06-15,
2017-07-15,
2017-08-15,
2017-09-15,
2017-10-15,
2017-11-15,
2017-12-15,
2018-01-15,
2018-02-15,
2018-03-15,
2018-04-15,
2018-05-15,
2018-06-15,
2018-07-15,
2018-08-15,
2018-09-15,
2018-10-15,
2018-11-15,
2018-12-15,
2019-01-15,
2019-02-15,
2019-03-15,
2019-04-15,
2019-05-15,
2019-06-15,
2019-07-15,
2019-08-15,
2019-09-15,
2019-10-15,
2019-11-15,
2019-12-15,
