time,wetoxs
2000-01-15,
2000-02-15,
2000-03-15,
2000-04-15,
2000-05-15,
2000-06-15,
2000-07-15,
2000-08-15,
2000-09-15,
2000-10-15,
2000-11-15,
2000-12-15,
2001-01-15,
2001-02-15,
2001-03-15,
2001-04-15,
2001-05-15,
2001-06-15,
2001-07-15,
2001-08-15,
2001-09-15,
2001-10-15,
2001-11-15,
2001-12-15,
2002-01-15,
2002-02-15,
2002-03-15,
2002-04-15,
2002-05-15,
2002-06-15,
2002-07-15,
2002-08-15,
2002-09-15,
2002-10-15,
2002-11-15,
2002-12-15,
2003-01-15,
2003-02-15,
2003-03-15,
2003-04-15,
2003-05-15,
2003-06-15,
2003-07-15,
2003-08-15,
2003-09-15,
2003-10-15,
2003-11-15,
2003-12-15,
2004-01-15,
2004-02-15,
2004-03-15,
2004-04-15,
2004-05-15,
2004-06-15,
2004-07-15,
2004-08-15,
2004-09-15,
2004-10-15,
2004-11-15,
2004-12-15,
2005-01-15,
2005-02-15,
2005-03-15,
2005-04-15,
2005-05-15,
2005-06-15,
2005-07-15,
2005-08-15,
2005-09-15,
2005-10-15,
2005-11-15,
2005-12-15,
2006-01-15,
2006-02-15,
2006-03-15,
2006-04-15,
2006-05-15,
2006-06-15,
2006-07-15,
2006-08-15,
2006-09-15,
2006-10-15,
2006-11-15,
2006-12-15,
2007-01-15,
2007-02-15,
2007-03-15,
2007-04-15,
2007-05-15,
2007-06-15,
2007-07-15,
2007-08-15,
2007-09-15,
2007-10-15,
2007-11-15,
2007-12-15,
2008-01-15,
2008-02-15,
2008-03-15,
2008-04-15,
2008-05-15,
2008-06-15,
2008-07-15,
2008-08-15,
2008-09-15,
2008-10-15,
2008-11-15,
2008-12-15,
2009-01-15,
2009-02-15,
2009-03-15,
2009-04-15,
2009-05-15,
2009-06-15,
2009-07-15,
2009-08-15,
2009-09-15,
2009-10-15,
2009-11-15,
2009-12-15,
2010-01-15,
2010-02-15,
2010-03-15,
2010-04-15,
2010-05-15,
2010-06-15,
2010-07-15,
2010-08-15,
2010-09-15,
2010-10-15,
2010-11-15,
2010-12-15,
2011-01-15,
2011-02-15,
2011-03-15,
2011-04-15,
2011-05-15,
2011-06-15,
2011-07-15,
2011-08-15,
2011-09-15,
2011-10-15,
2011-11-15,
2011-12-15,
2012-01-15,1495.884033203125
2012-02-15,1553.2510986328125
2012-03-15,2110.945068359375
2012-04-15,1214.6693115234375
2012-05-15,2381.46533203125
2012-06-15,1690.88916015625
2012-07-15,1802.960693359375
2012-08-15,2017.2852783203125
2012-09-15,4828.95849609375
2012-10-15,3702.85693359375
2012-11-15,1722.4791259765625
2012-12-15,1585.9464111328125
2013-01-15,1517.1607666015625
2013-02-15,1982.2860107421875
2013-03-15,1802.3603515625
2013-04-15,865.454345703125
2013-05-15,2658.777099609375
2013-06-15,1582.585205078125
2013-07-15,1342.6217041015625
2013-08-15,2192.262451171875
2013-09-15,1260.4573974609375
2013-10-15,1069.528564453125
2013-11-15,1333.0496826171875
2013-12-15,1919.0087890625
2014-01-15,2328.94091796875
2014-02-15,2256.958251953125
2014-03-15,1907.507080078125
2014-04-15,1187.9755859375
2014-05-15,912.012939453125
2014-06-15,1954.1328125
2014-07-15,1310.564208984375
2014-08-15,1460.6422119140625
2014-09-15,1268.755859375
2014-10-15,594.1076049804688
2014-11-15,2433.367919921875
2014-12-15,873.8853149414062
2015-01-15,1861.7230224609375
2015-02-15,934.0560302734375
2015-03-15,805.4242553710938
2015-04-15,992.6947021484375
2015-05-15,2400.588134765625
2015-06-15,916.9396362304688
2015-07-15,1020.618896484375
2015-08-15,410.6979064941406
2015-09-15,1397.49560546875
2015-10-15,763.6696166992188
2015-11-15,410.2247009277344
2015-12-15,226.3537139892578
2016-01-15,748.8532104492188
2016-02-15,2096.21728515625
2016-03-15,867.1787719726562
2016-04-15,1410.553466796875
2016-05-15,998.1149291992188
2016-06-15,903.2450561523438
2016-07-15,872.5073852539062
2016-08-15,1023.6842041015625
2016-09-15,1681.2734375
2016-10-15,1589.1700439453125
2016-11-15,645.9952392578125
2016-12-15,998.423583984375
2017-01-15,245.47251892089844
2017-02-15,275.324462890625
2017-03-15,338.1618957519531
2017-04-15,1066.3138427734375
2017-05-15,495.5550537109375
2017-06-15,610.6956787109375
2017-07-15,875.8155517578125
2017-08-15,1029.8837890625
2017-09-15,1156.116455078125
2017-10-15,612.3899536132812
2017-11-15,712.5772705078125
2017-12-15,735.72802734375
2018-01-15,535.0608520507812
2018-02-15,546.9375610351562
2018-03-15,627.3665161132812
2018-04-15,625.0889892578125
2018-05-15,644.5771484375
2018-06-15,802.47900390625
2018-07-15,399.5470275878906
2018-08-15,764.2400512695312
2018-09-15,252.70867919921875
2018-10-15,617.02978515625
2018-11-15,122.78128814697266
2018-12-15,598.9668579101562
2019-01-15,581.4967651367188
2019-02-15,589.3928833007812
2019-03-15,272.8072204589844
2019-04-15,692.3764038085938
2019-05-15,650.9378051757812
2019-06-15,897.5165405273438
2019-07-15,789.4840087890625
2019-08-15,1323.070556640625
2019-09-15,422.9219665527344
2019-10-15,134.52838134765625
2019-11-15,1336.3447265625
2019-12-15,708.9931030273438
