,var,station_id,station_name,latitude,longitude,altitude,unit,freq,framework,matrix
0,concNhno3,SE0012R,Aspvreten,58.8,17.383333,20.0,ug N m-3,monthly,EMEP HELCOM,air
1,concNhno3,GB0048R,Auchencorth Moss,55.79216,-3.2429,260.0,ug N m-3,monthly,EMEP;EMEP CAMP,air
2,concNhno3,CH0053R,Beromünster,47.18961391,8.175433684,797.0,ug N m-3,monthly,EMEP,air
3,concNhno3,GB1055R,Chilbolton Observatory,51.149617,-1.438228,78.0,ug N m-3,monthly,EMEP,air
4,concNhno3,PL0005R,Diabla Gora,54.15,22.066667,159.45,ug N m-3,monthly,EMEP,air
5,concNhno3,HU0003R,Farkasfa,46.91,16.32,314.0,ug N m-3,monthly,EMEP,air
6,concNhno3,SE0020R;SE0011R,Hallahus,56.0429,13.148,190.0,ug N m-3,monthly,EMEP HELCOM,air
7,concNhno3,GB0036R,Harwell,51.573056,-1.316667,137.0,ug N m-3,monthly,EMEP;EMEP CAMP,air
8,concNhno3,NO0056R,Hurdal,60.372386,11.078142,300.0,ug N m-3,monthly,EMEP NILU,air
9,concNhno3,FI0050R,Hyytiälä,61.85,24.283333,184.0,ug N m-3,monthly,EMEP,air
10,concNhno3,AT0002R,Illmitz,47.7666664124,16.7666664124,117.0,ug N m-3,monthly,EMEP,air
11,concNhno3,SI0008R,Iskrba,45.566667,14.866667,525.0,ug N m-3,monthly,EMEP,air
12,concNhno3,HU0002R,K-puszta,46.966667,19.583333,128.0,ug N m-3,monthly,EMEP,air
13,concNhno3,CZ0003R,Kosetice (NOAK),49.573394,15.080278,535.0,ug N m-3,monthly,EMEP,air
14,concNhno3,FR0015R,La Tardière,46.65,-0.75,133.0,ug N m-3,monthly,EMEP,air
15,concNhno3,MD0013R,Leova II,46.4884,28.2835,166.0,ug N m-3,monthly,EMEP,air
16,concNhno3,SK0005R,Liesek,49.366667,19.683333,892.0,ug N m-3,monthly,EMEP,air
17,concNhno3,IT0001R,Montelibretti,42.1,12.633333,48.0,ug N m-3,monthly,EMEP,air
18,concNhno3,DE0007R,Neuglobsow,53.166667,13.033333,65.5,ug N m-3,monthly,EMEP,air
19,concNhno3,SE0022R,Norunda Stenen,60.0858,17.50528,45.0,ug N m-3,monthly,EMEP HELCOM,air
20,concNhno3,NO0041R,Osen,61.25,11.783333,440.0,ug N m-3,monthly,EMEP NILU,air
21,concNhno3,FI0022R,Oulanka,66.320278,29.401667,310.0,ug N m-3,monthly,EMEP,air
22,concNhno3,FI0036R,Pallas (Matorova),68.0,24.237222222,340.0,ug N m-3,monthly,EMEP,air
23,concNhno3,CH0002R,Payerne,46.813056,6.944722,489.0,ug N m-3,monthly,EMEP,air
24,concNhno3,FR0013R,Peyrusse Vieille,43.616667,0.183333,200.0,ug N m-3,monthly,EMEP,air
25,concNhno3,FR0009R,Revin,49.9,4.633333,390.0,ug N m-3,monthly,EMEP,air
26,concNhno3,LV0010R,Rucava,56.161944,21.173056,19.8,ug N m-3,monthly,EMEP GAW-WDCA,air
27,concNhno3,NO0008R,Skreådalen,58.816667,6.716667,475.0,ug N m-3,monthly,EMEP NILU,air
28,concNhno3,SK0006R,Starina,49.05,22.266667,345.0,ug N m-3,monthly,EMEP,air
29,concNhno3,SK0004R,Stará Lesná,49.15,20.283333,808.0,ug N m-3,monthly,EMEP,air
30,concNhno3,CZ0001R,Svratouch,49.735084444,16.034196944,735.0,ug N m-3,monthly,EMEP,air
31,concNhno3,SK0007R,Topolniky,47.96,17.860556,113.0,ug N m-3,monthly,EMEP,air
32,concNhno3,NO0015R,Tustervatn,65.833333,13.916667,439.0,ug N m-3,monthly,EMEP NILU,air
33,concNhno3,FI0009R,Utö,59.779167,21.377222,7.0,ug N m-3,monthly,EMEP;EMEP_preliminary HELCOM,air
34,concNhno3,FI0018R;FI0017R,Virolahti III,60.53002,27.66754,4.0,ug N m-3,monthly,EMEP;EMEP_preliminary HELCOM,air
35,concNhno3,DE0002R,Waldhof,52.802222,10.759444,77.8,ug N m-3,monthly,EMEP,air
36,concNhno3,DE0001R,Westerland,54.925556,8.309722,12.0,ug N m-3,monthly,EMEP,air
37,concNhno3,DE0009R,Zingst,54.4368,12.7249,1.0,ug N m-3,monthly,EMEP,air
38,concNhno3,FI0037R,Ähtäri II,62.583333,24.183333,180.0,ug N m-3,monthly,EMEP,air
